vote_intention,consider_trump,not_trump,primary_party,education,state,race,gender,age_group
Yes,No,Other,Democratic,Some college,TX,White,Female,30-49
Yes,Yes,No,Democratic,College degree,PA,White,Male,18-29
Yes,No,Other,Democratic,High school or less,IL,White,Male,50-69
Other,No,Other,Democratic,Postgrad,FL,White,Female,30-49
Yes,No,Other,Democratic,College degree,WA,White,Female,30-49
Yes,No,Other,Democratic,Some college,MA,Black,Female,30-49
Yes,Yes,No,Republican,College degree,NC,White,Male,70+
Yes,No,Other,Other,College degree,CA,White,Male,30-49
Yes,Yes,Other,Republican,High school or less,AZ,White,Female,18-29
Yes,No,Other,Other,College degree,MO,White,Female,30-49
Yes,No,Other,Democratic,High school or less,NJ,White,Female,18-29
Other,No,Other,Democratic,College degree,TX,Other,Female,30-49
Other,No,Other,Democratic,High school or less,MD,Black,Male,50-69
No,Yes,No,Other,High school or less,DE,White,Female,18-29
Yes,No,Other,Democratic,College degree,WA,White,Female,30-49
Yes,No,Other,Democratic,Some college,OH,Black,Female,30-49
Yes,Yes,No,Republican,College degree,AL,Black,Female,50-69
Yes,Other,Other,Other,College degree,OK,White,Female,30-49
Yes,Other,Yes,Other,Postgrad,KS,White,Male,30-49
Yes,No,Other,Democratic,Some college,IN,White,Female,30-49
Yes,Yes,No,Republican,High school or less,TX,White,Female,50-69
Yes,Yes,No,Republican,Some college,MD,White,Female,50-69
No,No,Other,Democratic,Some college,AR,Black,Female,30-49
Yes,No,Other,Republican,College degree,NC,White,Male,50-69
Other,No,Other,Democratic,High school or less,KY,White,Female,30-49
Yes,No,Other,Democratic,College degree,NC,Black,Female,30-49
Yes,No,Other,Democratic,College degree,MA,Black,Female,18-29
Yes,No,Other,Democratic,High school or less,CO,Black,Male,18-29
Yes,No,Other,Democratic,Postgrad,AZ,White,Male,30-49
Yes,Yes,No,Republican,High school or less,NC,White,Female,30-49
No,No,Other,Democratic,Some college,KY,White,Female,18-29
Yes,No,Other,Democratic,Some college,FL,White,Female,30-49
No,No,Other,Other,High school or less,OR,White,Female,18-29
Other,No,Other,Democratic,High school or less,WV,White,Female,18-29
Yes,No,Other,Democratic,Some college,TX,White,Female,18-29
Yes,No,Other,Other,College degree,FL,Asian,Male,18-29
Yes,Yes,No,Republican,Some college,IL,White,Male,70+
Other,Other,Other,Other,Some college,NY,White,Male,30-49
Yes,No,Other,Democratic,Some college,TN,Black,Male,30-49
Yes,Yes,No,Republican,Some college,UT,White,Male,30-49
Yes,Yes,Other,Republican,Some college,OR,White,Female,30-49
Yes,No,Other,Democratic,College degree,PA,Black,Female,30-49
Yes,No,Other,Democratic,College degree,FL,White,Male,18-29
Yes,No,Other,Democratic,College degree,VA,Other,Male,18-29
Yes,No,Other,Democratic,High school or less,IL,Black,Female,18-29
Yes,No,Other,Democratic,Some college,WI,White,Female,30-49
Other,Other,Other,Other,College degree,MN,Black,Male,18-29
Yes,Yes,No,Republican,College degree,MO,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,CO,White,Female,30-49
Yes,No,Other,Other,College degree,IN,White,Female,18-29
Yes,No,Other,Democratic,Some college,CA,White,Female,18-29
Yes,Other,Other,Republican,High school or less,FL,White,Male,50-69
Yes,No,Other,Democratic,Some college,WA,White,Female,30-49
Yes,Yes,No,Republican,Some college,UT,White,Male,30-49
Yes,Yes,No,Republican,High school or less,VA,White,Male,30-49
Other,Other,Other,Other,High school or less,NY,Black,Male,18-29
Yes,No,Other,Democratic,Some college,NY,Black,Male,50-69
Yes,No,Other,Democratic,Postgrad,NY,White,Male,70+
Yes,No,Other,Democratic,Some college,GA,Black,Male,30-49
Yes,Yes,Other,Republican,High school or less,AZ,White,Male,70+
Yes,Yes,Yes,Republican,Some college,OH,White,Male,30-49
Other,No,Other,Other,High school or less,MD,Black,Female,18-29
Other,Yes,No,Other,Some college,MT,White,Male,30-49
Yes,No,Other,Democratic,Some college,MI,White,Female,30-49
Yes,Yes,Yes,Other,Some college,MI,White,Male,30-49
Yes,Other,Yes,Republican,College degree,AZ,White,Female,30-49
Yes,Yes,Other,Republican,College degree,TX,White,Female,30-49
Yes,Yes,No,Republican,High school or less,TN,White,Male,30-49
Yes,Yes,No,Republican,Postgrad,VA,White,Male,18-29
Yes,Yes,No,Republican,High school or less,AR,White,Female,30-49
Yes,Yes,Yes,Republican,High school or less,MN,Black,Male,18-29
Yes,Yes,No,Republican,Some college,PA,White,Male,30-49
Yes,Yes,Yes,Republican,Some college,AZ,White,Female,30-49
Yes,Yes,No,Republican,Some college,FL,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,MN,White,Female,18-29
No,No,Other,Other,Some college,WI,Black,Male,30-49
Yes,Yes,No,Republican,Some college,NY,Asian,Male,30-49
Yes,No,Other,Democratic,College degree,FL,White,Female,30-49
Yes,Yes,No,Republican,Postgrad,AZ,White,Male,70+
Yes,No,Other,Democratic,College degree,NJ,Black,Male,18-29
Yes,No,Other,Democratic,High school or less,FL,White,Male,18-29
Yes,Other,Yes,Other,Postgrad,NJ,White,Male,30-49
Yes,No,Other,Democratic,Some college,TN,White,Female,30-49
Yes,No,Other,Democratic,High school or less,IN,White,Male,30-49
Yes,Yes,Yes,Republican,College degree,MI,White,Male,30-49
Yes,No,Other,Democratic,Some college,MO,Black,Female,30-49
Other,No,Other,Other,Some college,MA,White,Female,18-29
Yes,No,Other,Other,Some college,AL,White,Male,18-29
Other,No,Other,Other,Some college,TX,White,Female,30-49
Other,No,Other,Democratic,High school or less,NY,Black,Female,18-29
Yes,Yes,Yes,Republican,College degree,MI,Other,Female,18-29
Yes,No,Other,Democratic,Some college,CA,Other,Female,18-29
Yes,Other,Other,Other,High school or less,UT,White,Female,18-29
No,Other,Other,Other,Some college,IL,Black,Male,18-29
Yes,Yes,No,Republican,Some college,SC,White,Female,50-69
Yes,No,Other,Democratic,Some college,FL,White,Female,18-29
Yes,Yes,Yes,Republican,College degree,MD,White,Male,30-49
Yes,No,Other,Democratic,Some college,KY,White,Female,30-49
Yes,Yes,Yes,Other,Some college,MN,White,Male,30-49
Other,No,Other,Democratic,High school or less,NC,Black,Female,30-49
No,No,Other,Other,College degree,NC,Black,Female,30-49
Yes,No,Other,Democratic,High school or less,IA,Asian,Female,18-29
Other,No,Other,Republican,High school or less,GA,White,Male,18-29
Yes,No,Other,Other,College degree,MS,Black,Female,18-29
Yes,No,Other,Democratic,Postgrad,AR,White,Female,30-49
Yes,No,Other,Other,College degree,AZ,White,Female,18-29
Yes,No,Other,Democratic,Postgrad,GA,Black,Male,18-29
Yes,No,Other,Other,Some college,CT,White,Female,30-49
Yes,Other,Yes,Republican,Some college,MA,White,Male,30-49
Yes,No,Other,Democratic,Some college,NY,Black,Male,50-69
Yes,No,Other,Democratic,High school or less,CA,Other,Female,30-49
Yes,Yes,No,Other,High school or less,FL,White,Male,30-49
Yes,Yes,Other,Other,Some college,GA,White,Male,30-49
Yes,Yes,Yes,Republican,Postgrad,DC,White,Female,30-49
Yes,No,Other,Democratic,Some college,MD,Black,Female,50-69
Yes,Other,Other,Democratic,High school or less,OH,White,Male,18-29
Yes,Yes,Yes,Republican,Postgrad,NY,White,Male,30-49
Yes,No,Other,Democratic,Some college,MA,Black,Male,30-49
Yes,Yes,Other,Republican,Some college,AZ,White,Female,30-49
Other,Other,Yes,Other,Some college,CA,White,Male,30-49
Yes,Yes,No,Republican,High school or less,CA,White,Male,50-69
No,No,Other,Other,Postgrad,MA,White,Male,30-49
Other,No,Other,Democratic,High school or less,OH,White,Female,18-29
Yes,Other,Yes,Other,Some college,TX,White,Male,18-29
Yes,No,Other,Democratic,Some college,CA,Black,Female,18-29
Yes,Yes,Yes,Republican,Some college,NY,Asian,Male,30-49
Yes,No,Other,Democratic,Some college,GA,Black,Male,30-49
Yes,No,Other,Democratic,Some college,FL,Other,Female,18-29
Yes,No,Other,Democratic,High school or less,WI,Black,Female,18-29
No,No,Other,Other,Postgrad,SD,White,Female,30-49
Yes,No,Other,Democratic,Some college,TX,Black,Female,30-49
Yes,No,Other,Democratic,Some college,CA,Other,Male,70+
Yes,Yes,Yes,Republican,Postgrad,KY,White,Male,30-49
Yes,No,Other,Democratic,High school or less,NJ,Other,Male,18-29
Yes,No,Other,Other,High school or less,MA,White,Female,18-29
Other,Other,Other,Other,High school or less,GA,Other,Female,30-49
Yes,Yes,Other,Republican,High school or less,CA,American Indian,Female,50-69
Yes,Yes,Yes,Republican,Some college,MO,White,Female,30-49
Yes,Yes,Other,Republican,High school or less,TN,White,Female,18-29
Other,No,Other,Other,Some college,FL,Black,Male,30-49
Yes,No,Other,Democratic,Postgrad,FL,White,Female,30-49
No,Other,Other,Other,Some college,MD,White,Female,18-29
Yes,No,Other,Democratic,High school or less,CA,Black,Female,18-29
Other,No,Other,Other,Postgrad,CA,Asian,Male,18-29
Yes,No,Other,Other,Some college,PA,White,Male,50-69
Yes,No,Other,Democratic,Some college,TX,Black,Female,30-49
Other,Other,Other,Other,College degree,NC,Other,Female,70+
Other,Yes,No,Other,High school or less,TX,White,Female,30-49
Yes,Yes,No,Republican,Some college,GA,White,Female,30-49
Yes,Other,Yes,Republican,Postgrad,NY,White,Male,30-49
Yes,No,Other,Democratic,College degree,GA,Black,Female,30-49
Yes,Other,Yes,Other,High school or less,MO,Asian,Male,18-29
No,No,Other,Democratic,Some college,NY,White,Female,30-49
Yes,No,Other,Other,College degree,LA,Black,Female,18-29
Yes,No,Other,Democratic,Some college,GA,Black,Female,50-69
Yes,Yes,No,Republican,Some college,TX,White,Male,30-49
Yes,Yes,Yes,Other,High school or less,IN,White,Male,18-29
Other,No,Other,Other,High school or less,TN,White,Male,18-29
Yes,Yes,No,Republican,High school or less,GA,White,Male,30-49
Yes,Yes,No,Republican,Some college,AZ,White,Male,50-69
Yes,Yes,No,Republican,Some college,MO,White,Male,30-49
Yes,Yes,Yes,Republican,Some college,MS,White,Female,30-49
Yes,No,Other,Other,High school or less,CO,Other,Male,18-29
Yes,No,Other,Democratic,Postgrad,MI,White,Female,30-49
Other,Other,Other,Other,High school or less,SC,Black,Male,18-29
Yes,Yes,No,Other,Some college,CA,White,Male,30-49
Yes,Yes,Yes,Other,High school or less,MO,White,Male,18-29
Yes,No,Other,Democratic,Some college,OK,Black,Female,18-29
No,No,Other,Other,High school or less,CA,Black,Female,18-29
Yes,Other,Other,Other,High school or less,MO,White,Female,30-49
Yes,No,Other,Democratic,High school or less,LA,White,Male,30-49
No,No,Other,Democratic,High school or less,MA,Black,Female,30-49
Yes,No,Other,Other,College degree,FL,White,Female,30-49
Yes,No,Other,Democratic,Some college,KY,White,Female,30-49
Other,Other,Other,Other,High school or less,IN,White,Female,18-29
Yes,No,Other,Democratic,High school or less,NC,Black,Female,18-29
Yes,Yes,Yes,Republican,Some college,SC,American Indian,Female,50-69
Yes,No,Other,Democratic,Some college,NY,Asian,Female,18-29
Yes,No,Other,Democratic,Some college,IN,White,Male,18-29
Other,Yes,Yes,Other,Some college,NC,White,Male,18-29
Yes,No,Other,Other,High school or less,NJ,White,Female,18-29
Yes,Yes,Yes,Other,College degree,FL,White,Female,18-29
Yes,No,Other,Democratic,Some college,AZ,Asian,Female,18-29
Yes,No,Other,Republican,College degree,NJ,White,Male,50-69
Yes,Yes,Other,Republican,Some college,NM,Other,Male,30-49
Yes,No,Other,Democratic,Some college,CA,Other,Female,50-69
Other,Yes,No,Other,Some college,TN,White,Male,18-29
Yes,Yes,No,Republican,Some college,TX,White,Male,70+
Yes,Yes,No,Republican,Some college,FL,White,Male,50-69
Yes,No,Other,Democratic,Some college,FL,White,Male,50-69
Yes,No,Other,Democratic,College degree,OH,White,Male,30-49
Other,No,Other,Other,High school or less,NJ,White,Male,30-49
Other,Other,Other,Other,Some college,MS,White,Female,18-29
Yes,No,Other,Democratic,College degree,NY,White,Male,50-69
Yes,No,Other,Democratic,Some college,AZ,White,Male,30-49
Yes,Yes,No,Other,Postgrad,PA,White,Male,70+
Yes,No,Other,Other,College degree,DC,Black,Female,18-29
Yes,No,Other,Democratic,High school or less,NC,Black,Female,18-29
No,No,Other,Other,Postgrad,PA,Other,Male,30-49
Yes,No,Other,Democratic,High school or less,AL,Black,Male,30-49
Yes,No,Other,Democratic,Some college,CA,Asian,Male,18-29
Yes,Yes,No,Republican,College degree,PA,White,Male,50-69
Yes,No,Other,Democratic,High school or less,GA,Black,Female,30-49
Yes,No,Other,Democratic,Some college,CA,White,Male,30-49
No,No,Other,Other,High school or less,NV,Other,Female,18-29
Other,No,Other,Other,High school or less,TN,White,Male,50-69
Yes,Yes,No,Republican,High school or less,FL,White,Male,30-49
Yes,No,Other,Democratic,High school or less,AZ,White,Female,18-29
Yes,No,Other,Democratic,College degree,GA,Other,Male,50-69
Yes,Yes,No,Republican,Some college,TX,White,Female,18-29
Other,No,Other,Other,Some college,NE,White,Male,50-69
Yes,No,Other,Democratic,Postgrad,TN,Black,Female,30-49
Yes,Yes,Yes,Republican,College degree,IN,White,Female,30-49
Yes,No,Other,Other,High school or less,IL,Other,Female,18-29
Yes,No,Other,Democratic,Some college,NY,Black,Male,30-49
Yes,No,Other,Democratic,College degree,GA,White,Male,18-29
Other,No,Other,Democratic,Some college,TX,White,Female,30-49
Yes,Yes,Other,Other,College degree,PA,White,Male,70+
Yes,Yes,No,Republican,Some college,IL,White,Female,30-49
Yes,No,Other,Democratic,Some college,CT,Black,Female,50-69
Yes,Yes,Yes,Republican,Some college,TX,White,Female,30-49
Other,Other,Other,Republican,High school or less,OR,Black,Female,18-29
Yes,Yes,No,Republican,Some college,AZ,White,Male,70+
Yes,Other,Other,Other,High school or less,CT,White,Female,30-49
Yes,No,Other,Democratic,College degree,RI,White,Female,30-49
Yes,Yes,No,Republican,College degree,PA,White,Male,50-69
Other,Yes,Other,Other,Some college,PA,White,Female,30-49
Yes,Other,Yes,Democratic,College degree,CA,White,Female,18-29
Yes,Yes,No,Republican,High school or less,TX,White,Male,50-69
Yes,No,Other,Democratic,College degree,MN,Black,Female,18-29
Yes,Yes,No,Republican,Postgrad,IL,White,Male,30-49
Yes,No,Other,Other,Some college,CO,White,Female,18-29
Yes,Yes,Yes,Republican,Some college,OR,White,Female,18-29
Other,No,Other,Democratic,High school or less,GA,Black,Female,30-49
No,No,Other,Other,High school or less,CA,White,Male,30-49
Yes,Other,Yes,Republican,Some college,PA,White,Female,18-29
No,No,Other,Other,Some college,AL,White,Female,30-49
Yes,No,Other,Other,Postgrad,DE,White,Female,30-49
Yes,Yes,Yes,Republican,College degree,FL,White,Female,30-49
Yes,No,Other,Democratic,College degree,MI,Black,Male,30-49
Yes,Yes,Yes,Republican,College degree,CT,Asian,Female,18-29
Yes,No,Other,Democratic,College degree,TX,Other,Male,50-69
Yes,Yes,No,Republican,High school or less,FL,Black,Female,18-29
No,No,Other,Other,High school or less,NJ,White,Male,18-29
Yes,No,Other,Democratic,College degree,FL,White,Male,30-49
Yes,Yes,No,Republican,College degree,VA,White,Male,30-49
Yes,Yes,Yes,Other,High school or less,FL,Black,Male,50-69
Yes,Yes,Other,Other,Postgrad,NY,White,Male,18-29
Yes,Other,No,Other,Postgrad,OK,White,Male,30-49
Yes,No,Other,Democratic,Some college,NC,American Indian,Male,50-69
Other,Other,Other,Other,Some college,OH,White,Male,30-49
Yes,No,Other,Democratic,High school or less,LA,Black,Female,30-49
Yes,Other,Other,Other,Postgrad,CA,Asian,Female,50-69
Yes,Yes,Other,Other,Some college,SC,White,Male,50-69
Yes,Yes,Yes,Other,High school or less,TN,Asian,Female,30-49
Other,No,Other,Other,High school or less,TX,Other,Female,18-29
Yes,No,Other,Other,Postgrad,NY,Other,Female,50-69
Yes,Yes,Other,Republican,Some college,PA,White,Female,30-49
Yes,No,Other,Democratic,Some college,MI,White,Female,30-49
Yes,No,Other,Democratic,Some college,PA,Black,Female,30-49
Yes,No,Other,Democratic,Postgrad,GA,White,Female,30-49
Yes,No,Other,Other,Some college,PA,White,Female,30-49
Yes,No,Other,Other,High school or less,ME,White,Male,50-69
Yes,Yes,Yes,Republican,Some college,PA,White,Male,30-49
Yes,Yes,No,Other,Some college,OK,American Indian,Male,18-29
Yes,No,Other,Democratic,High school or less,FL,Other,Male,70+
Yes,Yes,No,Republican,Some college,IL,White,Female,30-49
Yes,Yes,No,Republican,College degree,CA,White,Female,30-49
Yes,Yes,Yes,Republican,Some college,PA,White,Male,70+
Yes,Yes,No,Republican,High school or less,AR,White,Female,18-29
Yes,No,Other,Democratic,Some college,KS,White,Female,30-49
Yes,Yes,No,Republican,Some college,AZ,White,Male,50-69
Yes,No,Other,Democratic,Postgrad,OH,White,Female,30-49
Yes,Yes,Yes,Republican,Some college,MA,White,Female,30-49
No,No,Other,Other,High school or less,MA,Black,Male,18-29
Yes,Yes,Other,Republican,Postgrad,CA,White,Male,30-49
Yes,Yes,Yes,Republican,College degree,IL,White,Female,18-29
Yes,Yes,Yes,Democratic,Postgrad,WV,White,Male,30-49
Yes,No,Other,Republican,High school or less,OH,White,Female,18-29
Other,No,Other,Other,High school or less,VA,Other,Female,18-29
Yes,Yes,No,Republican,College degree,TX,White,Male,30-49
Yes,No,Other,Democratic,Some college,IL,Other,Male,18-29
Yes,Yes,Yes,Other,College degree,MI,Asian,Male,18-29
No,Other,Other,Other,High school or less,TN,White,Male,30-49
No,No,Other,Other,High school or less,AL,Black,Male,30-49
No,Yes,Yes,Other,High school or less,OH,White,Female,18-29
Yes,Yes,No,Republican,Postgrad,MD,White,Male,30-49
Yes,No,Other,Democratic,High school or less,OH,Black,Female,50-69
Yes,Yes,No,Republican,High school or less,TX,White,Male,70+
No,No,Other,Other,Postgrad,CA,Asian,Male,30-49
Yes,No,Other,Democratic,College degree,NJ,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,CA,Asian,Female,50-69
Yes,No,Other,Democratic,College degree,CA,White,Female,18-29
Yes,No,Other,Democratic,Some college,CA,White,Female,30-49
Yes,Other,Yes,Republican,High school or less,AZ,Other,Female,18-29
Yes,No,Other,Democratic,High school or less,TX,White,Male,18-29
Yes,No,Other,Democratic,Some college,IL,Black,Male,50-69
Yes,Other,Yes,Republican,Postgrad,AL,White,Female,30-49
Yes,No,Other,Democratic,High school or less,NY,Black,Male,30-49
Yes,No,Other,Democratic,Some college,OH,Black,Female,18-29
Yes,Yes,Yes,Democratic,Postgrad,MN,White,Male,70+
Yes,Yes,No,Republican,High school or less,KY,White,Female,30-49
Yes,No,Other,Democratic,Some college,VA,Black,Male,30-49
Yes,No,Other,Democratic,High school or less,NY,Black,Male,30-49
Yes,Yes,No,Republican,Some college,MN,White,Male,30-49
Other,Other,Other,Other,Some college,NY,Other,Male,30-49
Yes,Yes,Other,Other,College degree,TN,White,Female,30-49
Yes,No,Other,Other,College degree,MA,White,Female,30-49
Yes,No,Other,Democratic,High school or less,RI,White,Female,30-49
Yes,No,Other,Other,College degree,HI,Other,Female,50-69
Yes,No,Other,Democratic,College degree,VA,Other,Male,50-69
No,No,Other,Other,Some college,FL,White,Female,18-29
Yes,No,Other,Democratic,Some college,MD,Black,Female,30-49
Yes,Yes,Yes,Other,College degree,CA,White,Male,30-49
Yes,No,Other,Other,Some college,NY,Black,Female,18-29
Yes,No,Other,Other,High school or less,WY,Other,Female,18-29
Yes,No,Other,Other,Some college,CA,American Indian,Female,30-49
Yes,Yes,No,Republican,High school or less,MN,White,Female,30-49
Yes,Yes,Other,Republican,Some college,PA,White,Female,30-49
Yes,No,Other,Democratic,High school or less,CA,Other,Female,18-29
Yes,Yes,Yes,Other,High school or less,IN,White,Female,50-69
Yes,Yes,No,Republican,Postgrad,PA,White,Male,30-49
Yes,Yes,Other,Other,Some college,KY,White,Female,30-49
Yes,Yes,Yes,Other,Some college,MI,White,Female,30-49
No,No,Other,Other,High school or less,CA,White,Female,30-49
Yes,No,Other,Republican,High school or less,UT,Black,Male,30-49
Yes,No,Other,Democratic,Some college,NY,Other,Female,30-49
Yes,Other,Other,Other,Postgrad,WI,White,Male,70+
Yes,Other,Yes,Republican,Some college,OK,American Indian,Female,18-29
Yes,Yes,No,Republican,Some college,NV,White,Male,70+
Yes,Yes,Yes,Democratic,Some college,PA,White,Female,30-49
Yes,No,Other,Other,High school or less,FL,White,Female,18-29
Yes,Other,Yes,Other,College degree,CA,White,Female,30-49
Yes,No,Other,Republican,High school or less,NY,White,Female,18-29
Yes,No,Other,Democratic,Some college,FL,White,Female,18-29
Yes,No,Other,Other,Some college,OH,White,Female,30-49
Yes,Yes,No,Other,High school or less,OR,American Indian,Female,50-69
Yes,Other,Yes,Other,Postgrad,OR,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,IL,Black,Male,30-49
Yes,No,Other,Democratic,Some college,OH,White,Female,30-49
Yes,Yes,Other,Other,College degree,VA,White,Male,30-49
Yes,Yes,No,Other,Some college,AZ,White,Male,30-49
Yes,Yes,No,Republican,College degree,NY,White,Female,30-49
No,No,Other,Other,Some college,RI,White,Female,50-69
Yes,No,Other,Democratic,College degree,PA,White,Male,30-49
Other,No,Other,Other,High school or less,KY,White,Female,30-49
Other,Yes,Yes,Other,Some college,GA,White,Female,30-49
Yes,No,Other,Republican,College degree,PA,White,Female,30-49
Yes,No,Other,Other,Some college,CA,Asian,Male,18-29
Other,Yes,No,Republican,Some college,FL,White,Male,18-29
Yes,Yes,Yes,Democratic,College degree,AR,Black,Female,30-49
Other,Yes,Other,Other,Some college,MD,White,Female,18-29
Yes,Yes,No,Republican,Some college,NH,White,Male,50-69
Yes,No,Other,Democratic,College degree,CT,White,Female,30-49
No,No,Other,Other,High school or less,AZ,White,Female,30-49
Yes,Yes,Other,Other,Some college,NM,White,Male,70+
No,No,Other,Other,Some college,IL,White,Male,30-49
Yes,No,Other,Democratic,High school or less,AL,Black,Male,18-29
Other,No,Other,Democratic,Some college,GA,White,Male,30-49
Yes,No,Other,Democratic,College degree,IL,White,Male,30-49
Yes,Yes,No,Republican,Some college,WI,White,Male,50-69
Yes,Yes,No,Republican,High school or less,AR,White,Female,30-49
Yes,No,Other,Democratic,College degree,CA,Other,Female,18-29
Yes,Other,Yes,Republican,Some college,TX,White,Female,18-29
No,No,Other,Other,Some college,NE,Other,Male,30-49
Yes,Yes,Other,Other,College degree,GA,White,Male,30-49
Yes,Yes,No,Republican,College degree,VA,Asian,Male,30-49
Other,Other,Other,Other,Some college,GA,Asian,Female,30-49
Other,No,Other,Other,High school or less,KS,White,Female,18-29
Yes,Yes,Yes,Republican,Some college,MI,White,Male,50-69
Yes,Yes,No,Republican,Some college,PA,White,Female,30-49
Yes,No,Other,Democratic,Some college,LA,White,Female,30-49
Yes,No,Other,Democratic,College degree,MA,White,Female,30-49
Yes,No,Other,Democratic,High school or less,MI,Black,Female,50-69
Yes,Yes,No,Republican,Some college,FL,White,Male,70+
No,Other,Other,Other,College degree,FL,White,Female,30-49
Yes,No,Other,Democratic,College degree,TX,Black,Female,18-29
Yes,No,Other,Democratic,High school or less,OH,White,Female,30-49
No,No,Other,Other,High school or less,NC,Black,Female,50-69
Yes,Yes,No,Republican,Some college,TX,White,Female,30-49
No,Other,Other,Other,High school or less,KY,White,Female,18-29
Other,Other,No,Other,High school or less,SC,Other,Female,18-29
Yes,No,Other,Democratic,College degree,NC,Black,Female,30-49
Yes,Yes,No,Republican,College degree,NY,White,Male,18-29
Yes,Yes,Yes,Republican,College degree,FL,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,NY,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,CA,Asian,Female,30-49
Yes,No,Other,Democratic,Some college,PA,White,Female,30-49
Yes,Yes,No,Republican,College degree,GA,White,Female,30-49
Yes,Yes,Yes,Democratic,Postgrad,TX,White,Female,30-49
Other,No,Other,Other,Some college,CA,White,Female,30-49
Yes,Yes,Other,Other,High school or less,WI,White,Male,70+
Yes,Yes,Yes,Republican,College degree,AZ,White,Female,30-49
Yes,Yes,No,Republican,High school or less,NY,White,Male,70+
Yes,No,Other,Democratic,College degree,TX,Asian,Female,30-49
Yes,No,Other,Democratic,Some college,CA,Asian,Male,18-29
Yes,No,Other,Democratic,College degree,NY,White,Male,70+
Yes,No,Other,Democratic,Some college,NY,Asian,Female,30-49
Other,No,Other,Democratic,High school or less,FL,White,Female,18-29
Yes,No,Other,Democratic,High school or less,CA,Other,Female,18-29
Yes,Yes,Other,Other,Some college,ND,Other,Female,30-49
Yes,No,Other,Democratic,High school or less,NJ,Other,Male,30-49
Yes,No,Other,Democratic,Postgrad,CA,White,Male,70+
Yes,No,Other,Democratic,Some college,NJ,Black,Female,30-49
Yes,Yes,Yes,Republican,Some college,SC,White,Female,30-49
Yes,No,Other,Democratic,High school or less,NJ,White,Female,30-49
Yes,No,Other,Democratic,High school or less,CA,White,Male,18-29
Yes,No,Other,Democratic,High school or less,IL,Black,Female,30-49
Yes,No,Other,Democratic,High school or less,PA,White,Female,30-49
Yes,Yes,Yes,Republican,High school or less,FL,Black,Male,18-29
Yes,Yes,Yes,Democratic,Some college,CT,White,Female,30-49
Yes,No,Other,Democratic,College degree,CA,Other,Female,18-29
Yes,No,Other,Democratic,High school or less,SC,White,Female,18-29
Yes,No,Other,Democratic,Some college,CA,Other,Male,18-29
Yes,Yes,No,Republican,Postgrad,AR,White,Male,30-49
Yes,Yes,No,Republican,High school or less,WI,White,Male,18-29
Yes,Yes,Yes,Other,Some college,PA,White,Female,30-49
Yes,No,Other,Republican,High school or less,NM,White,Female,18-29
Yes,Other,Other,Other,High school or less,NE,White,Female,18-29
Other,Yes,Yes,Other,High school or less,WA,White,Female,30-49
Yes,Yes,No,Democratic,High school or less,NJ,Black,Female,50-69
No,Yes,No,Other,High school or less,OK,White,Female,30-49
Yes,No,Other,Democratic,Some college,NY,Black,Male,30-49
Other,No,Other,Other,Some college,FL,White,Female,30-49
No,No,Other,Other,High school or less,KY,White,Female,30-49
No,No,Other,Other,High school or less,MS,White,Female,30-49
Yes,No,Other,Other,Some college,MA,White,Female,30-49
Yes,Other,Yes,Other,High school or less,PA,White,Male,50-69
Yes,Yes,No,Republican,High school or less,MO,White,Male,30-49
Yes,Yes,No,Other,College degree,NY,White,Male,30-49
Other,No,Other,Other,Postgrad,TX,White,Female,30-49
Yes,Yes,Other,Republican,College degree,NY,White,Male,30-49
Yes,Yes,No,Republican,Some college,WI,White,Female,30-49
Yes,No,Other,Other,Some college,NY,Black,Female,30-49
Yes,Other,Yes,Other,High school or less,SC,Asian,Female,18-29
Yes,No,Other,Democratic,College degree,FL,White,Male,30-49
Yes,No,Other,Other,Some college,PA,White,Male,50-69
Yes,Yes,No,Republican,High school or less,RI,White,Male,30-49
Yes,Yes,No,Republican,High school or less,NY,Black,Male,18-29
Yes,Other,Yes,Republican,College degree,WA,White,Male,30-49
Other,No,Other,Other,High school or less,TX,Black,Female,30-49
Yes,Yes,Other,Other,High school or less,MD,White,Female,50-69
Other,No,Other,Democratic,High school or less,MI,White,Female,18-29
Yes,No,Other,Democratic,College degree,MA,White,Female,30-49
Yes,Yes,Yes,Other,College degree,FL,White,Female,30-49
Yes,No,Other,Other,High school or less,NV,White,Female,18-29
Other,No,Other,Democratic,Some college,NC,Black,Female,30-49
Yes,No,Other,Democratic,Some college,MI,White,Female,30-49
Yes,No,Other,Other,High school or less,LA,Black,Male,18-29
Yes,No,Other,Democratic,College degree,TN,White,Female,30-49
Yes,No,Other,Democratic,Some college,RI,White,Male,18-29
Other,No,Other,Other,High school or less,CA,White,Male,30-49
Yes,Yes,Other,Other,College degree,IN,White,Female,30-49
Yes,No,Other,Democratic,College degree,FL,White,Male,30-49
Other,Other,Other,Other,High school or less,CA,Asian,Male,18-29
Yes,No,Other,Democratic,High school or less,AZ,White,Female,30-49
Yes,No,Other,Democratic,Some college,IL,Black,Female,30-49
